,Country,EdLevel,YearsCodePro,Salary,Age
50408,USA,Less than a Bachelors,0.5,96000.0,18-24 years old
50412,USA,Bachelor’s degree,6.0,160000.0,25-34 years old
50417,Ruassia,Bachelor’s degree,2.0,11328.0,18-24 years old
50418,UK,Less than a Bachelors,20.0,44988.0,35-44 years old
50421,UK,Bachelor’s degree,25.0,69800.0,55-64 years old
50422,Switzerland,Master’s degree,16.0,111814.0,35-44 years old
50425,UK,Less than a Bachelors,7.0,84019.0,25-34 years old
50426,UK,Bachelor’s degree,9.0,40070.0,35-44 years old
50429,Denmark,Master’s degree,5.0,79602.0,25-34 years old
50433,Germany,Less than a Bachelors,3.0,32424.0,25-34 years old
50434,USA,Bachelor’s degree,5.0,100000.0,25-34 years old
50436,USA,Bachelor’s degree,4.0,162000.0,25-34 years old
50438,USA,Less than a Bachelors,4.0,105000.0,25-34 years old
50439,Ruassia,Bachelor’s degree,19.0,51901.0,35-44 years old
50445,France,Master’s degree,1.0,39456.0,18-24 years old
50447,USA,Master’s degree,12.0,135000.0,35-44 years old
50448,UK,Bachelor’s degree,17.0,193889.0,35-44 years old
50449,UK,Post grad,14.0,48472.0,35-44 years old
50450,USA,Bachelor’s degree,7.0,108000.0,25-34 years old
50451,USA,Bachelor’s degree,5.0,70000.0,25-34 years old
50453,USA,Less than a Bachelors,3.0,93000.0,25-34 years old
50454,USA,Master’s degree,4.0,98000.0,25-34 years old
50455,USA,Master’s degree,6.0,110000.0,25-34 years old
50456,USA,Bachelor’s degree,12.0,139000.0,35-44 years old
50458,Sweden,Bachelor’s degree,9.0,48480.0,35-44 years old
50459,USA,Bachelor’s degree,6.0,110000.0,25-34 years old
50460,Brazil,Bachelor’s degree,15.0,32988.0,35-44 years old
50461,Sweden,Master’s degree,14.0,79776.0,35-44 years old
50462,USA,Bachelor’s degree,30.0,95000.0,45-54 years old
50463,USA,Less than a Bachelors,9.0,142500.0,25-34 years old
50464,USA,Bachelor’s degree,2.0,84000.0,25-34 years old
50466,USA,Bachelor’s degree,7.0,150000.0,25-34 years old
50468,Canada,Less than a Bachelors,9.0,95000.0,25-34 years old
50471,USA,Post grad,3.0,47000.0,35-44 years old
50473,USA,Bachelor’s degree,3.0,75000.0,25-34 years old
50474,UK,Bachelor’s degree,7.0,90482.0,25-34 years old
50475,USA,Master’s degree,5.0,135000.0,45-54 years old
50476,USA,Less than a Bachelors,16.0,168000.0,35-44 years old
50478,Canada,Bachelor’s degree,14.0,68068.0,35-44 years old
50482,USA,Bachelor’s degree,25.0,95000.0,35-44 years old
50484,USA,Bachelor’s degree,2.0,102000.0,18-24 years old
50487,Canada,Bachelor’s degree,8.0,52942.0,25-34 years old
50492,USA,Bachelor’s degree,8.0,150000.0,25-34 years old
50493,USA,Master’s degree,5.0,140000.0,25-34 years old
50494,USA,Bachelor’s degree,6.0,150000.0,25-34 years old
50495,UK,Master’s degree,26.0,90482.0,35-44 years old
50496,USA,Bachelor’s degree,11.0,135000.0,25-34 years old
50497,Canada,Master’s degree,9.0,132355.0,25-34 years old
50499,USA,Less than a Bachelors,35.0,150000.0,55-64 years old
50500,USA,Bachelor’s degree,18.0,155000.0,35-44 years old
50501,France,Master’s degree,9.0,69183.0,25-34 years old
50503,Sweden,Master’s degree,21.0,60144.0,45-54 years old
50504,USA,Bachelor’s degree,6.0,165000.0,25-34 years old
50505,Germany,Less than a Bachelors,6.0,53136.0,18-24 years old
50506,UK,Less than a Bachelors,11.0,74970.0,35-44 years old
50507,USA,Bachelor’s degree,28.0,100000.0,45-54 years old
50509,Canada,Bachelor’s degree,8.0,64287.0,25-34 years old
50510,UK,Less than a Bachelors,25.0,64630.0,45-54 years old
50512,Canada,Less than a Bachelors,32.0,136136.0,55-64 years old
50514,USA,Bachelor’s degree,10.0,108000.0,25-34 years old
50515,India,Bachelor’s degree,2.0,16754.0,18-24 years old
50518,UK,Master’s degree,1.0,42656.0,25-34 years old
50523,Canada,Master’s degree,6.0,68068.0,25-34 years old
50525,France,Master’s degree,7.0,86478.0,25-34 years old
50526,USA,Bachelor’s degree,12.0,130000.0,35-44 years old
50529,USA,Bachelor’s degree,13.0,105000.0,25-34 years old
50530,Brazil,Less than a Bachelors,4.0,27492.0,25-34 years old
50531,Canada,Bachelor’s degree,12.0,121010.0,35-44 years old
50532,USA,Bachelor’s degree,3.0,102000.0,25-34 years old
50534,Canada,Less than a Bachelors,15.0,88489.0,25-34 years old
50536,USA,Bachelor’s degree,2.0,90000.0,18-24 years old
50537,USA,Master’s degree,3.0,74000.0,25-34 years old
50538,USA,Bachelor’s degree,15.0,160000.0,35-44 years old
50539,Canada,Less than a Bachelors,8.0,93026.0,35-44 years old
50540,USA,Bachelor’s degree,45.0,150000.0,65 years or older
50541,Denmark,Master’s degree,7.0,86844.0,25-34 years old
50542,USA,Master’s degree,22.0,150000.0,45-54 years old
50544,UK,Bachelor’s degree,42.0,71093.0,55-64 years old
50545,USA,Bachelor’s degree,5.0,78000.0,25-34 years old
50546,South Africa,Bachelor’s degree,20.0,52044.0,35-44 years old
50547,USA,Bachelor’s degree,3.0,120000.0,25-34 years old
50548,USA,Master’s degree,8.0,180000.0,25-34 years old
50551,USA,Bachelor’s degree,4.0,95000.0,25-34 years old
50552,Canada,Bachelor’s degree,4.0,79413.0,25-34 years old
50553,USA,Less than a Bachelors,5.0,75000.0,25-34 years old
50554,USA,Master’s degree,9.0,170000.0,35-44 years old
50555,USA,Master’s degree,41.0,165000.0,55-64 years old
50556,USA,Bachelor’s degree,3.0,80000.0,25-34 years old
50558,Canada,Bachelor’s degree,5.0,71093.0,25-34 years old
50562,Canada,Bachelor’s degree,5.0,80169.0,25-34 years old
50563,USA,Bachelor’s degree,30.0,100000.0,45-54 years old
50564,Canada,Master’s degree,11.0,90758.0,25-34 years old
50567,Germany,Master’s degree,4.0,73507.0,25-34 years old
50568,USA,Master’s degree,15.0,160000.0,45-54 years old
50569,USA,Less than a Bachelors,3.0,63617.0,25-34 years old
50570,France,Master’s degree,3.0,60535.0,25-34 years old
50572,USA,Master’s degree,6.0,120000.0,25-34 years old
50573,Canada,Bachelor’s degree,49.0,90758.0,65 years or older
50574,USA,Bachelor’s degree,21.0,145000.0,35-44 years old
50575,Turkey,Bachelor’s degree,0.5,33528.0,18-24 years old
50577,USA,Bachelor’s degree,4.0,120000.0,25-34 years old
50578,Canada,Less than a Bachelors,5.0,46891.0,25-34 years old
50579,USA,Bachelor’s degree,3.0,120000.0,25-34 years old
50580,Spain,Post grad,6.0,67021.0,35-44 years old
50582,USA,Bachelor’s degree,15.0,135000.0,35-44 years old
50588,Romania,Bachelor’s degree,1.0,21708.0,18-24 years old
50589,USA,Bachelor’s degree,12.0,125000.0,35-44 years old
50592,Mexico,Bachelor’s degree,8.0,36262.0,25-34 years old
50593,USA,Less than a Bachelors,26.0,116000.0,45-54 years old
50595,Canada,Bachelor’s degree,21.0,113447.0,35-44 years old
50597,USA,Bachelor’s degree,5.0,80000.0,35-44 years old
50598,USA,Master’s degree,7.0,160000.0,25-34 years old
50599,Canada,Bachelor’s degree,4.0,56723.0,25-34 years old
50602,USA,Master’s degree,20.0,135000.0,35-44 years old
50610,USA,Bachelor’s degree,4.0,70000.0,35-44 years old
50611,Netherlands,Master’s degree,8.0,58368.0,35-44 years old
50613,USA,Bachelor’s degree,0.5,81000.0,25-34 years old
50614,UK,Master’s degree,5.0,64630.0,25-34 years old
50615,UK,Bachelor’s degree,33.0,50411.0,45-54 years old
50621,Switzerland,Less than a Bachelors,6.0,69121.0,18-24 years old
50625,UK,Master’s degree,5.0,90482.0,25-34 years old
50627,USA,Master’s degree,20.0,135000.0,55-64 years old
50630,USA,Bachelor’s degree,20.0,153000.0,35-44 years old
50632,India,Bachelor’s degree,11.0,19142.0,25-34 years old
50633,USA,Less than a Bachelors,6.0,80000.0,25-34 years old
50638,Canada,Bachelor’s degree,1.0,83194.0,18-24 years old
50643,USA,Master’s degree,15.0,70000.0,25-34 years old
50644,France,Post grad,1.0,27240.0,18-24 years old
50645,France,Master’s degree,0.5,17256.0,18-24 years old
50646,USA,Bachelor’s degree,0.5,62000.0,18-24 years old
50647,USA,Post grad,2.0,50000.0,25-34 years old
50649,Germany,Bachelor’s degree,3.0,35304.0,25-34 years old
50650,USA,Master’s degree,6.0,74500.0,25-34 years old
50651,Spain,Master’s degree,12.0,140527.0,25-34 years old
50652,Germany,Bachelor’s degree,4.0,54049.0,25-34 years old
50655,Poland,Master’s degree,6.0,19740.0,25-34 years old
50656,USA,Bachelor’s degree,3.0,64000.0,25-34 years old
50657,USA,Less than a Bachelors,23.0,180000.0,45-54 years old
50658,USA,Bachelor’s degree,16.0,110000.0,35-44 years old
50659,USA,Bachelor’s degree,11.0,125000.0,25-34 years old
50660,France,Master’s degree,23.0,81074.0,35-44 years old
50661,Sweden,Bachelor’s degree,3.0,42960.0,25-34 years old
50664,USA,Bachelor’s degree,3.0,86000.0,25-34 years old
50667,Canada,Bachelor’s degree,20.0,161095.0,35-44 years old
50668,Greece,Post grad,15.0,75669.0,35-44 years old
50669,USA,Less than a Bachelors,31.0,137000.0,45-54 years old
50670,UK,Bachelor’s degree,33.0,90482.0,55-64 years old
50671,Romania,Master’s degree,5.0,25236.0,25-34 years old
50673,UK,Bachelor’s degree,22.0,54288.0,35-44 years old
50675,Finland,Master’s degree,16.0,83664.0,35-44 years old
50677,Germany,Less than a Bachelors,16.0,48644.0,35-44 years old
50682,Belgium,Bachelor’s degree,5.0,59676.0,25-34 years old
50687,USA,Bachelor’s degree,22.0,120000.0,35-44 years old
50689,Portugal,Bachelor’s degree,5.0,23782.0,25-34 years old
50690,USA,Bachelor’s degree,9.0,145000.0,35-44 years old
50691,UK,Bachelor’s degree,15.0,157696.0,25-34 years old
50692,USA,Master’s degree,6.0,130000.0,25-34 years old
50698,Netherlands,Bachelor’s degree,31.0,86478.0,55-64 years old
50701,USA,Bachelor’s degree,9.0,110000.0,25-34 years old
50707,Mexico,Master’s degree,11.0,38784.0,25-34 years old
50709,Norway,Less than a Bachelors,5.0,90636.0,18-24 years old
50710,USA,Bachelor’s degree,9.0,160000.0,25-34 years old
50716,USA,Less than a Bachelors,4.0,67000.0,35-44 years old
50718,France,Master’s degree,14.0,44268.0,35-44 years old
50719,USA,Master’s degree,9.0,138000.0,35-44 years old
50721,USA,Bachelor’s degree,5.0,68500.0,18-24 years old
50722,Spain,Bachelor’s degree,1.0,17296.0,18-24 years old
50724,Germany,Master’s degree,7.0,54480.0,25-34 years old
50725,Poland,Master’s degree,17.0,65800.0,35-44 years old
50728,USA,Bachelor’s degree,5.0,175000.0,35-44 years old
50729,USA,Bachelor’s degree,16.0,140000.0,35-44 years old
50730,USA,Post grad,10.0,170000.0,25-34 years old
50737,Argentina,Less than a Bachelors,2.0,14592.0,18-24 years old
50738,USA,Bachelor’s degree,16.0,80000.0,35-44 years old
50740,Germany,Master’s degree,4.0,64860.0,25-34 years old
50741,Canada,Less than a Bachelors,5.0,30253.0,45-54 years old
50742,Canada,Less than a Bachelors,25.0,56723.0,35-44 years old
50744,UK,Bachelor’s degree,4.0,78848.0,35-44 years old
50745,USA,Bachelor’s degree,2.0,79000.0,18-24 years old
50746,Canada,Master’s degree,4.0,68068.0,35-44 years old
50748,USA,Bachelor’s degree,5.0,90000.0,35-44 years old
50750,UK,Less than a Bachelors,15.0,71093.0,35-44 years old
50752,USA,Post grad,30.0,150000.0,55-64 years old
50753,Brazil,Bachelor’s degree,6.0,20064.0,25-34 years old
50754,Brazil,Bachelor’s degree,10.0,41232.0,25-34 years old
50756,Brazil,Bachelor’s degree,3.0,16488.0,25-34 years old
50759,USA,Less than a Bachelors,23.0,175000.0,45-54 years old
50761,USA,Bachelor’s degree,9.0,103000.0,35-44 years old
50763,Germany,Bachelor’s degree,20.0,55776.0,35-44 years old
50764,USA,Bachelor’s degree,20.0,99600.0,35-44 years old
50767,Germany,Bachelor’s degree,10.0,77831.0,25-34 years old
50768,USA,Less than a Bachelors,5.0,70000.0,25-34 years old
50771,USA,Bachelor’s degree,7.0,89000.0,25-34 years old
50773,USA,Bachelor’s degree,6.0,105000.0,25-34 years old
50774,Portugal,Bachelor’s degree,10.0,27025.0,35-44 years old
50775,Brazil,Less than a Bachelors,1.0,21996.0,18-24 years old
50776,Canada,Master’s degree,9.0,88489.0,25-34 years old
50777,Australia,Bachelor’s degree,8.0,47412.0,25-34 years old
50781,Ukraine,Bachelor’s degree,0.5,14676.0,18-24 years old
50785,Brazil,Bachelor’s degree,6.0,21996.0,25-34 years old
50788,USA,Bachelor’s degree,10.0,85000.0,25-34 years old
50790,USA,Bachelor’s degree,23.0,190000.0,45-54 years old
50796,Australia,Bachelor’s degree,8.0,80172.0,25-34 years old
50798,France,Master’s degree,12.0,72426.0,25-34 years old
50800,USA,Less than a Bachelors,16.0,150000.0,35-44 years old
50801,Canada,Master’s degree,0.5,56723.0,18-24 years old
50802,USA,Bachelor’s degree,0.5,45000.0,18-24 years old
50803,Germany,Post grad,15.0,86478.0,35-44 years old
50804,Turkey,Bachelor’s degree,2.0,29580.0,25-34 years old
50805,Germany,Bachelor’s degree,4.0,58116.0,25-34 years old
50806,Belgium,Bachelor’s degree,7.0,46044.0,25-34 years old
50807,Mexico,Post grad,3.0,16164.0,25-34 years old
50809,Portugal,Master’s degree,4.0,33732.0,25-34 years old
50810,USA,Bachelor’s degree,3.0,100000.0,35-44 years old
50811,Portugal,Bachelor’s degree,2.0,19452.0,25-34 years old
50812,USA,Master’s degree,14.0,130000.0,35-44 years old
50813,India,Master’s degree,10.0,41885.0,35-44 years old
50815,USA,Bachelor’s degree,11.0,37440.0,25-34 years old
50816,UK,Post grad,5.0,68507.0,25-34 years old
50818,USA,Bachelor’s degree,2.0,70000.0,18-24 years old
50820,Argentina,Bachelor’s degree,6.0,38928.0,25-34 years old
50821,USA,Bachelor’s degree,2.0,73500.0,18-24 years old
50822,USA,Bachelor’s degree,17.0,190000.0,35-44 years old
50824,UK,Master’s degree,6.0,107285.0,35-44 years old
50826,USA,Master’s degree,12.0,175000.0,25-34 years old
50827,Germany,Bachelor’s degree,7.0,51888.0,25-34 years old
50828,USA,Less than a Bachelors,20.0,140000.0,35-44 years old
50831,USA,Master’s degree,5.0,200000.0,25-34 years old
50832,UK,Bachelor’s degree,4.0,60752.0,25-34 years old
50833,USA,Bachelor’s degree,3.0,82500.0,25-34 years old
50834,USA,Bachelor’s degree,1.0,68000.0,18-24 years old
50837,Spain,Master’s degree,15.0,49725.0,35-44 years old
50840,India,Bachelor’s degree,10.0,29320.0,25-34 years old
50841,USA,Bachelor’s degree,14.0,170000.0,35-44 years old
50842,USA,Bachelor’s degree,37.0,85000.0,55-64 years old
50843,USA,Bachelor’s degree,6.0,135000.0,25-34 years old
50844,Poland,Master’s degree,5.0,50124.0,25-34 years old
50845,USA,Master’s degree,3.0,106500.0,25-34 years old
50846,USA,Less than a Bachelors,20.0,80000.0,35-44 years old
50847,USA,Bachelor’s degree,9.0,90000.0,25-34 years old
50848,USA,Bachelor’s degree,29.0,180000.0,45-54 years old
50851,USA,Bachelor’s degree,23.0,140000.0,45-54 years old
50854,USA,Less than a Bachelors,10.0,130000.0,35-44 years old
50855,USA,Bachelor’s degree,6.0,97500.0,25-34 years old
50856,USA,Bachelor’s degree,9.0,104000.0,35-44 years old
50859,USA,Bachelor’s degree,6.0,140000.0,25-34 years old
50860,USA,Bachelor’s degree,3.0,34000.0,18-24 years old
50864,UK,Bachelor’s degree,10.0,64630.0,35-44 years old
50865,Mexico,Bachelor’s degree,10.0,80797.0,25-34 years old
50867,Canada,Less than a Bachelors,12.0,68068.0,25-34 years old
50870,Netherlands,Less than a Bachelors,40.0,91056.0,55-64 years old
50871,Canada,Bachelor’s degree,31.0,189078.0,45-54 years old
50873,USA,Bachelor’s degree,5.0,82000.0,25-34 years old
50875,USA,Master’s degree,10.0,130000.0,25-34 years old
50876,USA,Bachelor’s degree,6.0,77000.0,25-34 years old
50879,USA,Less than a Bachelors,3.0,55000.0,25-34 years old
50881,UK,Bachelor’s degree,36.0,80141.0,55-64 years old
50882,USA,Bachelor’s degree,45.0,150000.0,55-64 years old
50883,USA,Master’s degree,16.0,110000.0,35-44 years old
50886,USA,Less than a Bachelors,7.0,104600.0,25-34 years old
50889,USA,Bachelor’s degree,16.0,85000.0,35-44 years old
50890,USA,Master’s degree,21.0,131000.0,35-44 years old
50891,USA,Bachelor’s degree,11.0,127000.0,25-34 years old
50893,USA,Bachelor’s degree,6.0,113400.0,25-34 years old
50895,Canada,Bachelor’s degree,2.0,48404.0,25-34 years old
50899,Ukraine,Master’s degree,8.0,51384.0,25-34 years old
50900,Ruassia,Master’s degree,33.0,33972.0,45-54 years old
50901,USA,Bachelor’s degree,12.0,200000.0,25-34 years old
50904,USA,Bachelor’s degree,6.0,115000.0,25-34 years old
50907,Switzerland,Less than a Bachelors,1.0,64644.0,18-24 years old
50908,USA,Bachelor’s degree,1.0,85000.0,18-24 years old
50909,UK,Bachelor’s degree,9.0,87896.0,35-44 years old
50910,USA,Bachelor’s degree,11.0,85000.0,25-34 years old
50911,Mexico,Less than a Bachelors,12.0,10344.0,35-44 years old
50912,USA,Bachelor’s degree,18.0,130000.0,35-44 years old
50915,Canada,Bachelor’s degree,27.0,75631.0,45-54 years old
50916,France,Master’s degree,9.0,27025.0,35-44 years old
50919,France,Master’s degree,9.0,67021.0,25-34 years old
50920,USA,Bachelor’s degree,15.0,150000.0,35-44 years old
50921,USA,Less than a Bachelors,12.0,155000.0,25-34 years old
50923,USA,Bachelor’s degree,2.0,95000.0,25-34 years old
50925,Brazil,Bachelor’s degree,6.0,41232.0,25-34 years old
50927,USA,Bachelor’s degree,21.0,70000.0,45-54 years old
50931,UK,Less than a Bachelors,20.0,89189.0,45-54 years old
50933,USA,Less than a Bachelors,40.0,100000.0,55-64 years old
50934,USA,Less than a Bachelors,6.0,150000.0,25-34 years old
50936,Germany,Master’s degree,15.0,101612.0,25-34 years old
50938,USA,Bachelor’s degree,12.0,118000.0,35-44 years old
50939,Canada,Less than a Bachelors,21.0,147481.0,35-44 years old
50940,USA,Master’s degree,15.0,180000.0,35-44 years old
50941,USA,Bachelor’s degree,25.0,97000.0,45-54 years old
50942,USA,Less than a Bachelors,14.0,126185.0,35-44 years old
50944,USA,Bachelor’s degree,14.0,104500.0,35-44 years old
50945,USA,Post grad,21.0,71500.0,45-54 years old
50946,Brazil,Master’s degree,31.0,96209.0,45-54 years old
50948,USA,Master’s degree,15.0,97000.0,45-54 years old
50950,USA,Bachelor’s degree,10.0,170000.0,25-34 years old
50952,India,Master’s degree,2.0,23735.0,45-54 years old
50954,USA,Bachelor’s degree,10.0,98000.0,35-44 years old
50957,UK,Bachelor’s degree,1.0,45241.0,18-24 years old
50958,Sweden,Bachelor’s degree,3.0,52776.0,25-34 years old
50959,Portugal,Master’s degree,14.0,81074.0,35-44 years old
50961,USA,Less than a Bachelors,22.0,81000.0,55-64 years old
50963,Portugal,Bachelor’s degree,3.0,23352.0,18-24 years old
50965,France,Master’s degree,2.0,34591.0,25-34 years old
50967,Spain,Post grad,4.0,38916.0,25-34 years old
50969,Ruassia,Bachelor’s degree,6.0,12000.0,18-24 years old
